uniprot	pfam	start	stop	type
33632077	Q02629	PF13634	287	377	Family
33632165	P48837	PF13634	118	193	Family
33632472	Q02199	PF13634	1	78	Family
33633449	Q02630	PF13634	648	761	Family
33633836	P48837	PF13634	147	256	Family
33634304	Q02630	PF13634	429	531	Family
33634457	Q02630	PF13634	349	442	Family
33634588	P48837	PF13634	182	281	Family
33636631	P36161	PF08801	62	476	Domain
33636722	P38181	PF08801	144	649	Domain
33636926	P40064	PF08801	134	611	Domain
33638069	P46673	PF07575	89	697	Family
33640106	P31381	PF01733	180	510	Family
33684195	P53164	PF00293	220	348	Domain
33697869	Q12524	PF00293	37	198	Domain
33708193	P53550	PF00293	101	224	Domain
33721501	Q99321	PF00293	30	178	Domain
33729078	P47173	PF00293	155	303	Domain
33731451	Q01976	PF00293	78	211	Domain
33750913	P15496	PF00293	102	257	Domain
33768986	P33895	PF03800	5	148	Family
33769924	Q08932	PF10453	223	274	Family
33770910	P03881	PF07453	418	454	Domain
33775322	P52593	PF10487	39	976	Family
33776620	P52593	PF18378	1280	1642	Domain
33777771	P47054	PF11894	3	1677	Family
33778311	P40477	PF16755	24	380	Family
33778585	Q05166	PF05172	257	399	Domain
33778861	Q03790	PF05172	239	357	Domain
33779813	P32499	PF08911	2	73	Domain
33780220	P48837	PF13874	326	463	Domain
33782561	P52891	PF04121	65	722	Family
33784318	P49687	PF12110	898	1150	Domain
33834184	Q12255	PF09426	6	144	Domain
33897510	Q08162	PF17849	421	489	Domain
33898628	P24276	PF17849	581	657	Domain
33912923	P53131	PF07717	648	725	Domain
33913871	Q04217	PF07717	1080	1185	Domain
33913887	P24384	PF07717	1021	1099	Domain
33915418	P36009	PF07717	645	723	Domain
33916006	P20095	PF07717	775	862	Domain
33917614	Q06698	PF07717	1205	1358	Domain
33920265	P15938	PF07717	903	982	Domain
34006797	P40032	PF10637	333	638	Domain
34010028	P53397	PF07934	7	126	Family
34128765	P03962	PF00215	30	251	Domain
34165818	P21957	PF08618	127	362	Family
34198101	P53134	PF03169	23	718	Family
34199904	Q06593	PF03169	163	832	Family
34200308	P40897	PF03169	105	758	Family
34212513	Q06810	PF09463	30	63	Family
34213754	P32833	PF04084	259	608	Family
34216556	P54791	PF14629	286	517	Family
34216976	P50874	PF14630	187	474	Family
34218376	P38826	PF05460	10	416	Family
34218903	P54790	PF18137	484	613	Domain
34241787	Q06144	PF04061	69	203	Family
34242662	P53224	PF04061	74	209	Family
34254157	P08432	PF02784	92	325	Domain
34263313	P08432	PF00278	87	439	Domain
34276580	P09457	PF00213	32	208	Family
34310889	P48439	PF04756	26	340	Family
34312076	Q03723	PF04756	31	330	Family
34312385	Q99380	PF10215	1	34	Family
34313156	Q92316	PF05251	14	86	Family
34319892	P40219	PF17062	6	75	Family
34330271	P05150	PF00185	173	327	Domain
34334717	P07259	PF00185	2058	2209	Domain
34339456	P07259	PF02729	1911	2052	Domain
34339567	P05150	PF02729	12	158	Domain
34361883	P43558	PF02338	116	237	Family
34362743	P38747	PF02338	173	301	Family
34368138	Q02873	PF09791	70	115	Family
34374129	Q03558	PF00724	16	368	Domain
34389323	P41816	PF00724	16	368	Domain
34450397	P20967	PF16870	860	1011	Family
34455027	P35843	PF01237	11	383	Family
34458440	P38755	PF01237	53	395	Family
34459573	P38713	PF01237	642	982	Family
34459813	Q02201	PF01237	53	395	Family
34459898	Q12451	PF01237	897	1269	Family
34459907	P35844	PF01237	11	322	Family
34461282	P35845	PF01237	799	1174	Family
34473505	P40518	PF04699	4	154	Domain
34476471	Q05933	PF04062	1	178	Family
34481221	P53731	PF04045	56	316	Family
34545141	P54781	PF00067	73	520	Domain
34577250	P10614	PF00067	56	521	Domain
34612851	P21595	PF00067	34	483	Domain
34617589	Q12697	PF12409	306	435	Family
34624795	P32263	PF14748	177	281	Domain
34639711	P47161	PF02225	237	324	Family
34645659	P37302	PF02225	175	268	Family
34645940	P32768	PF07691	88	249	Domain
34646589	P38894	PF07691	87	249	Domain
34646630	P0CI67	PF07691	1	110	Domain
34647682	P36170	PF07691	113	271	Domain
34647708	Q6B2U8	PF07691	1	110	Domain
34649743	P39712	PF07691	91	249	Domain
34668479	P04147	PF00658	494	563	Family
34670603	P36040	PF09754	4	225	Family
34709393	P38351	PF03985	6	445	Family
34717126	P22579	PF02671	427	471	Repeat
34717567	P22579	PF02671	240	284	Repeat
34718264	P22579	PF02671	680	724	Repeat
34722003	P38809	PF08316	131	272	Family
34722248	Q05518	PF08316	236	370	Family
34722925	Q99234	PF08733	86	460	Family
34723186	P48565	PF08733	16	362	Family
34729107	P32582	PF00291	14	319	Family
34737166	P36007	PF00291	16	305	Family
34738432	P16120	PF00291	94	441	Family
34738630	P53206	PF00291	49	365	Family
34779064	P25379	PF00291	1	317	Family
34782789	P00927	PF00291	72	368	Family
34783150	P00931	PF00291	346	675	Family
34786891	P42949	PF03656	1	128	Family
34788025	P36147	PF08566	32	195	Family
34791861	P36102	PF18101	540	677	Domain
34795356	P40459	PF02569	2	308	Family
34804685	P38122	PF02548	25	290	Family
34832064	P24813	PF08601	312	406	Family
34832281	P19880	PF08601	321	647	Family
34833509	P38954	PF01569	407	486	Family
34833748	P47013	PF01569	109	237	Family
34834100	Q05521	PF01569	99	250	Family
34836628	P23501	PF01569	111	239	Family
34853981	P53223	PF01569	59	186	Family
34859269	Q04396	PF01569	117	263	Family
34860470	P38954	PF14378	164	320	Family
34863488	P36107	PF14378	120	312	Family
34867656	P40154	PF04795	237	318	Family
34877791	P18408	PF01507	43	225	Family
34884322	P38913	PF01507	55	232	Family
34889703	P53632	PF03828	371	431	Family
34892410	P48561	PF03828	368	428	Family
34894382	P29468	PF04928	8	351	Domain
34899373	P29468	PF04926	353	531	Domain
34907608	P40558	PF10609	15	272	Family
34915272	P52920	PF10609	70	322	Family
34918420	P36077	PF02195	11	126	Family
34978384	P38140	PF00989	410	527	Domain
35201613	P25644	PF09770	1	63	Family
35201759	P25644	PF09770	203	751	Family
35210237	P40308	PF01734	204	331	Family
35213422	Q04958	PF01734	1373	1537	Family
35217412	P36165	PF01734	282	482	Family
35218477	Q12043	PF01734	183	387	Family
35230000	Q12200	PF02460	361	1157	Family
35250347	Q02884	PF05625	69	456	Domain
35268934	Q03497	PF00786	336	394	Domain
35270819	P48562	PF00786	183	241	Domain
35270944	Q12469	PF00786	122	180	Domain
35274861	Q06678	PF01161	189	339	Domain
35278926	P14306	PF01161	39	215	Domain
35279926	Q06252	PF01161	31	187	Domain
35330694	P54000	PF02229	41	94	Domain
35335928	Q3E833	PF09341	12	85	Family
35342072	P32497	PF01399	650	780	Domain
35344330	Q12377	PF01399	297	401	Domain
35346799	P47130	PF01399	298	415	Domain
35349943	Q06103	PF01399	287	392	Domain
35351458	Q12250	PF01399	294	404	Domain
35353555	Q04062	PF01399	249	352	Domain
35354145	P40016	PF01399	343	447	Domain
35355382	Q08231	PF01399	297	428	Domain
35368488	P15873	PF02747	127	254	Domain
35372141	P15873	PF00705	1	126	Domain
35387776	P30775	PF03462	53	248	Domain
35399638	P38764	PF01851	810	843	Repeat
35400773	P32565	PF01851	445	479	Repeat
35401286	P32565	PF01851	403	436	Repeat
35401524	P38764	PF01851	488	522	Repeat
35453611	P25040	PF04194	234	404	Domain
35483828	P06776	PF00233	264	513	Domain
35491984	P22434	PF02112	36	364	Family
35501676	P20049	PF02153	35	282	Family
35510264	P33302	PF06422	726	817	Family
35510547	Q02785	PF06422	716	807	Family
35510861	P40550	PF06422	587	668	Family
35510952	P32568	PF06422	722	812	Family
35511804	P51533	PF06422	746	837	Family
35513072	Q08409	PF06422	591	672	Family
35513940	P53756	PF06422	593	684	Family
35514695	Q04182	PF06422	736	827	Family
35520173	P32452	PF00800	8	227	Family
35535942	P40555	PF00595	99	191	Domain
35583460	P53920	PF00595	290	375	Domain
35588801	P53920	PF12812	867	944	Domain
35590010	P53920	PF12812	392	469	Domain
35691275	P05374	PF04191	470	579	Family
35693925	P05375	PF04191	97	200	Family
35694824	P05374	PF04191	218	323	Family
35812184	P27801	PF05131	214	379	Family
35822418	P10963	PF01293	31	500	Family
35853645	P34248	PF04258	145	510	Family
35866616	Q7LHG5	PF12384	286	462	Family
35866624	Q99315	PF12384	286	462	Family
35894813	P35127	PF01088	8	216	Domain
35897447	P49018	PF01650	38	297	Family
35910734	Q08601	PF00656	136	429	Domain
35917754	Q01532	PF03051	33	479	Family
35945219	Q02724	PF02902	447	620	Domain
35952485	P40537	PF02902	456	675	Domain
35953602	Q03018	PF03568	1175	1571	Family
35954979	P53867	PF03416	83	373	Family
35979471	P32454	PF01433	324	541	Domain
35984794	Q10740	PF01433	276	493	Domain
35988028	P40462	PF01433	257	486	Domain
35988361	P37898	PF01433	228	445	Domain
36028875	P38836	PF00246	127	417	Domain
36042668	P32898	PF00675	73	187	Family
36043261	Q12496	PF00675	50	160	Family
36044552	P40851	PF00675	34	179	Family
36044602	P07256	PF00675	37	182	Family
36049294	P07257	PF00675	17	163	Family
36049684	Q06010	PF00675	84	222	Family
36050277	P11914	PF00675	29	176	Family
36050453	P10507	PF00675	36	184	Family
36074007	P11914	PF05193	181	374	Domain
36074989	P40851	PF05193	204	403	Domain
36075927	P32898	PF05193	737	911	Domain
36080804	P07256	PF05193	187	370	Domain
36087411	Q06010	PF05193	716	898	Domain
36092545	Q12496	PF05193	193	371	Domain
36101151	P10507	PF05193	189	380	Domain
36101815	P32898	PF05193	221	407	Domain
36102962	Q06010	PF05193	246	427	Domain
36103624	Q06010	PF16187	432	713	Family
36124241	P14904	PF02127	59	501	Family
36125343	P38821	PF02127	25	478	Family
36136793	P37898	PF17900	11	194	Domain
36138829	P32454	PF17900	107	290	Domain
36146736	Q10740	PF17900	61	245	Domain
36148822	P40462	PF17900	13	219	Domain
36187787	P38149	PF01546	516	877	Family
36192458	P43616	PF01546	98	474	Family
36200548	P27614	PF01546	164	571	Family
36222320	P43122	PF00814	57	368	Family
36222876	P36132	PF00814	53	351	Family
36272541	P38174	PF00557	103	409	Domain
36274150	Q01662	PF00557	136	365	Domain
36277836	P32558	PF00557	195	423	Domain
36282024	Q07825	PF00557	462	681	Domain
36287930	P43590	PF00557	238	500	Domain
36291395	Q03862	PF00557	26	199	Domain
36292272	P40051	PF00557	251	474	Domain
36311424	Q07825	PF16188	687	749	Domain
36312322	Q04033	PF04389	157	365	Family
36316200	P43599	PF04389	108	354	Family
36316634	P37302	PF04389	295	497	Family
36318687	P47161	PF04389	427	626	Family
36320655	Q08693	PF04389	425	617	Family
36327197	P38244	PF04389	136	325	Family
36339474	P25375	PF01432	250	710	Family
36346531	P35999	PF01432	287	765	Family
36363306	P40341	PF01434	600	782	Domain
36368099	P39925	PF01434	545	728	Domain
36368303	P32795	PF01434	527	706	Domain
36396776	P47154	PF01435	226	448	Domain
36408065	P36163	PF01435	146	320	Domain
36409858	P47154	PF16491	37	223	Domain
36412993	Q08225	PF03571	154	710	Family
36454998	P53722	PF09768	47	223	Family
36482096	P38109	PF00450	83	494	Domain
36482269	P09620	PF00450	37	490	Domain
36483863	P00729	PF00450	116	528	Domain
36532592	P46972	PF00717	36	116	Domain
36534499	P15367	PF00717	39	123	Domain
36543736	P28627	PF00717	35	113	Domain
36600092	P47002	PF08192	1	693	Family
36621778	P25381	PF00082	165	400	Domain
36621858	P25036	PF00082	204	447	Domain
36636999	P13134	PF00082	166	445	Domain
36650512	P09232	PF00082	316	580	Domain
36666446	P18962	PF00326	607	815	Domain
36682377	P33894	PF00326	712	922	Domain
36718778	P38876	PF01195	8	190	Domain
36757185	P25625	PF04080	65	348	Family
36898724	P00431	PF00141	91	321	Domain
36914267	P80667	PF04088	138	283	Family
36914558	P39718	PF12827	50	167	Family
36914668	P28795	PF04882	104	430	Family
36915160	P28795	PF04882	9	120	Family
36917178	P53261	PF06732	5	276	Family
36919373	P36139	PF17316	16	269	Family
36919996	P38958	PF09803	12	91	Family
36920259	Q02771	PF15786	4	88	Family
36920860	P10355	PF05476	5	249	Family
36921300	P32606	PF08634	242	540	Domain
36921848	Q02772	PF10203	2	70	Family
36922316	Q99373	PF08692	150	193	Family
36922350	P48564	PF08692	110	243	Family
36922369	Q06524	PF08692	57	192	Family
36922405	Q99373	PF08692	102	158	Family
36923213	P24004	PF09262	108	183	Domain
36924843	Q12462	PF05648	12	233	Family
36925959	Q02969	PF05648	151	382	Family
36928047	P53112	PF04695	9	123	Family
36929740	Q07418	PF04614	66	342	Family
36931127	Q06169	PF06398	58	403	Family
36931209	Q03370	PF06398	115	465	Family
36931461	P38292	PF06398	24	408	Family
36932589	P38848	PF06398	201	569	Family
36932613	P53203	PF06398	50	394	Family
36934354	Q05568	PF04757	35	233	Family
36935125	P32800	PF04757	13	212	Family
36935245	Q04370	PF04757	40	295	Family
36941179	P16861	PF00365	207	514	Domain
36944307	P16862	PF00365	588	879	Domain
36948201	P16861	PF00365	595	885	Domain
36948911	P16862	PF00365	198	507	Domain
36955324	P47143	PF00294	21	336	Family
36966180	P25332	PF00294	2	325	Family
36974508	P23060	PF00294	116	324	Family
36999155	P16861	PF18468	8	101	Domain
37011543	P36037	PF09070	332	443	Domain
37012495	P53896	PF10333	14	189	Family
37012787	P53903	PF07543	10	73	Family
37013823	P54857	PF07819	129	201	Family
37013950	P43571	PF07819	132	370	Family
37039021	P12709	PF00342	63	547	Domain
37048895	P00560	PF00162	9	404	Domain
37058813	Q03262	PF02878	52	196	Domain
37061138	P38628	PF02878	32	105	Domain
37061457	P33401	PF02878	15	161	Domain
37077388	P37012	PF02878	15	160	Domain
37097753	Q03262	PF02879	224	339	Domain
37099364	P37012	PF02879	191	302	Domain
37102573	P33401	PF02879	192	303	Domain
37105385	P33401	PF02880	309	430	Domain
37106893	Q03262	PF02880	347	477	Domain
37122135	P37012	PF02880	308	429	Domain
37127294	Q03262	PF00408	557	602	Family
37127496	P37012	PF00408	440	546	Family
37134056	P33401	PF00408	447	548	Family
37146143	P38628	PF00408	477	554	Family
37154700	P38812	PF09419	3	166	Family
37187864	Q06321	PF00169	239	336	Domain
37190081	Q06833	PF00169	135	266	Domain
37192771	P39960	PF00169	1858	1948	Domain
37194575	P53836	PF00169	76	204	Domain
37197405	P39969	PF00169	769	886	Domain
37200580	P40485	PF00169	469	581	Domain
37202965	P38041	PF00169	777	894	Domain
37204395	P35845	PF00169	282	379	Domain
37205973	P48562	PF00169	62	179	Domain
37210421	P32873	PF00169	635	741	Domain
37211960	Q06315	PF00169	92	221	Domain
37212585	Q12469	PF00169	4	118	Domain
37212692	P47136	PF00169	1303	1413	Domain
37217377	P38717	PF00169	310	423	Domain
37221362	P53955	PF00169	446	555	Domain
37222636	P38851	PF00169	309	421	Domain
37228499	P38271	PF00169	216	318	Domain
37235879	Q12451	PF00169	290	386	Domain
37432478	P42948	PF00628	162	210	Domain
37435681	P36106	PF00628	74	134	Domain
37436669	Q08923	PF00628	74	123	Domain
37441661	Q03012	PF00628	24	72	Domain
37441962	P36124	PF00628	119	166	Domain
37442391	Q12311	PF00628	265	313	Domain
37449053	Q03214	PF00628	1240	1290	Domain
37451244	Q04779	PF00628	262	309	Domain
37453030	P47156	PF00628	237	285	Domain
37453662	P53127	PF00628	1040	1097	Domain
37454002	P53127	PF00628	319	369	Domain
37479919	P15625	PF18554	136	169	Domain
37480400	P15625	PF18553	70	129	Domain
37482386	P15624	PF18262	1	79	Domain
37493307	Q06835	PF03660	1	105	Family
37496278	Q06538	PF14703	223	424	Domain
37498389	Q12252	PF14703	183	372	Domain
37499675	Q03516	PF14703	194	376	Domain
37501570	Q12252	PF12621	892	984	Family
37502053	Q03516	PF12621	819	913	Family
37515176	P38361	PF01384	24	554	Family
37521714	P46956	PF11124	23	303	Family
37522063	P38264	PF10032	1	184	Family
37542545	P39524	PF16212	980	1233	Family
37544217	Q12675	PF16212	1199	1449	Family
37547598	P40527	PF16212	908	1140	Family
37548448	Q12674	PF16212	1255	1504	Family
37549313	P32660	PF16212	1156	1406	Family
37550958	Q12675	PF16209	216	281	Family
37551030	P39524	PF16209	185	251	Family
37552908	P32660	PF16209	174	244	Family
37553782	P40527	PF16209	148	223	Family
37554106	Q12674	PF16209	117	191	Family
37561054	Q04004	PF02114	4	225	Domain
37568278	P40367	PF01663	128	299	Family
37575532	P25353	PF01663	170	545	Family
37575995	Q07830	PF01663	137	342	Family
37578261	P39997	PF01663	78	438	Family
37596447	P06738	PF00343	165	898	Family
37608037	Q08975	PF08543	33	292	Family
37610680	Q08224	PF08543	33	292	Family
37611545	P39988	PF08543	55	269	Family
37614407	Q06490	PF08543	55	313	Family
37615591	P53727	PF08543	57	273	Family
37643230	P38635	PF02811	3	244	Family
37675962	P47181	PF05721	55	263	Domain
37699694	P38765	PF02567	10	290	Family
37701579	P11433	PF15411	480	663	Domain
37703753	Q07799	PF16457	450	597	Domain
37709706	P40161	PF18469	66	203	Domain
37711294	Q03868	PF15404	1032	1228	Domain
37711688	P53046	PF15405	686	816	Domain
37712275	P51862	PF15405	881	1011	Domain
37713160	P38713	PF15409	226	313	Domain
37719042	P25356	PF14844	1379	1499	Domain
37722214	P32776	PF08567	8	105	Domain
37729022	P32383	PF00388	382	521	Family
37732397	P32383	PF00387	588	708	Family
37735840	P25659	PF08577	166	229	Family
37737962	P22543	PF00613	295	535	Family
37738172	P37297	PF00613	1347	1544	Family
37743077	P22543	PF00792	52	185	Domain
37748825	P35169	PF00454	2118	2368	Family
37749588	P39104	PF00454	791	1010	Family
37751163	P37297	PF00454	1641	1848	Family
37751469	P22543	PF00454	618	689	Family
37751523	P38811	PF00454	3402	3676	Family
37752163	P42951	PF00454	170	500	Family
37754294	P38110	PF00454	2460	2704	Family
37759380	P22543	PF00454	684	821	Family
37761119	P32600	PF00454	2122	2372	Family
37761181	P38111	PF00454	2074	2316	Family
37772238	P38766	PF05970	231	447	Family
37775432	P07271	PF05970	236	458	Family
37776176	P07271	PF05970	453	542	Family
37783271	Q06636	PF06699	48	217	Family
37784028	P53961	PF10181	123	197	Family
37784695	P23797	PF02585	58	187	Family
37797330	Q04082	PF08510	3	131	Family
37798157	Q04080	PF10510	13	502	Family
37799580	P41733	PF06728	10	360	Family
37801203	P25580	PF08320	225	404	Domain
37802461	P32363	PF08288	42	131	Family
37803880	P36051	PF04987	442	874	Family
37805419	P38768	PF08190	6	181	Domain
37806676	P38768	PF18482	264	344	Domain
37806856	P39104	PF11522	122	171	Family
37807433	Q12230	PF13805	1	264	Family
37807563	P53252	PF13805	1	264	Family
37862569	Q12216	PF14324	152	289	Domain
37863676	Q04195	PF14324	174	312	Domain
37873750	Q12104	PF13638	132	275	Domain
37873946	P36168	PF13638	1027	1177	Domain
37874078	P40456	PF13638	949	1100	Domain
37874170	Q08162	PF13638	88	212	Domain
37874691	Q08444	PF17146	12	102	Domain
37880571	P34756	PF01504	2204	2265	Family
37884383	P34756	PF01504	2032	2209	Family
37885076	P38994	PF01504	468	755	Family
37886891	P32478	PF00399	207	224	Repeat
37886924	Q03180	PF00399	182	199	Repeat
37886965	P46999	PF00399	104	121	Repeat
37887104	P32478	PF00399	188	205	Repeat
37887128	Q03178	PF00399	202	219	Repeat
37887247	P32478	PF00399	97	114	Repeat
37887455	P32478	PF00399	71	88	Repeat
37887497	P10863	PF00399	210	227	Repeat
37887534	Q03178	PF00399	126	143	Repeat
37887614	Q03180	PF00399	92	109	Repeat
37887764	P43497	PF00399	23	40	Repeat
37887785	Q03180	PF00399	128	145	Repeat
37887854	Q03180	PF00399	146	163	Repeat
37887856	P47001	PF00399	65	81	Repeat
37887922	Q03180	PF00399	110	127	Repeat
37887936	P32478	PF00399	226	243	Repeat
37887974	Q03178	PF00399	64	81	Repeat
37887990	P32478	PF00399	264	281	Repeat
37887991	P32478	PF00399	164	181	Repeat
37887995	P28319	PF00399	194	211	Repeat
37888158	P46999	PF00399	62	79	Repeat
37888174	P46999	PF00399	82	98	Repeat
37888211	Q03178	PF00399	83	100	Repeat
37888220	P32478	PF00399	116	133	Repeat
37888238	Q03178	PF00399	164	181	Repeat
37888242	Q03178	PF00399	183	200	Repeat
37888247	P32478	PF00399	282	299	Repeat
37888293	Q03178	PF00399	102	119	Repeat
37888472	Q03180	PF00399	66	83	Repeat
37888498	P32478	PF00399	140	157	Repeat
37888532	Q03180	PF00399	164	181	Repeat
37888590	P46999	PF00399	144	160	Repeat
37888593	P32478	PF00399	245	262	Repeat
37888601	Q03178	PF00399	145	162	Repeat
37888638	P33890	PF00399	207	224	Repeat
37888824	P38832	PF00399	100	116	Repeat
37924694	P00549	PF00224	18	365	Family
37926227	P52489	PF00224	20	367	Family
37959480	P23291	PF00069	69	310	Domain
37975997	P39962	PF00069	14	299	Domain
37976759	Q12469	PF00069	391	639	Domain
37981445	P06242	PF00069	7	290	Domain
37990843	P32485	PF00069	23	302	Domain
37991470	P23292	PF00069	76	317	Domain
37993271	P38070	PF00069	128	416	Domain
37995083	P19454	PF00069	50	334	Domain
37995816	P29295	PF00069	9	259	Domain
38000300	P53599	PF00069	1266	1558	Domain
38000841	P48562	PF00069	581	825	Domain
38003244	P31374	PF00069	1096	1354	Domain
38003685	P08458	PF00069	18	272	Domain
38007622	P25333	PF00069	317	589	Domain
38014950	P06782	PF00069	55	306	Domain
38018385	P36002	PF00069	197	503	Domain
38019691	P38147	PF00069	15	281	Domain
38021188	P39009	PF00069	200	480	Domain
38022173	P38692	PF00069	23	276	Domain
38033219	P38623	PF00069	163	478	Domain
38036606	Q06098	PF00069	135	400	Domain
38040230	P22517	PF00069	47	309	Domain
38040687	P41808	PF00069	38	337	Domain
38042136	P05986	PF00069	88	342	Domain
38044401	P32361	PF00069	872	980	Domain
38045737	P11792	PF00069	412	671	Domain
38046630	P15442	PF00069	293	527	Domain
38050458	P38991	PF00069	104	355	Domain
38054809	P06243	PF00069	261	385	Domain
38057310	P22209	PF00069	25	343	Domain
38061222	P41695	PF00069	705	983	Domain
38062658	P47042	PF00069	173	526	Domain
38065168	P39073	PF00069	169	463	Domain
38066945	P38080	PF00069	66	318	Domain
38068126	Q03785	PF00069	87	330	Domain
38071457	P53974	PF00069	22	298	Domain
38072243	P23561	PF00069	473	712	Domain
38073042	P14680	PF00069	369	704	Domain
38078747	P36005	PF00069	23	318	Domain
38079495	P21965	PF00069	35	327	Domain
38080365	P38691	PF00069	96	343	Domain
38081359	P32491	PF00069	214	481	Domain
38085156	P38615	PF00069	39	322	Domain
38087175	Q03656	PF00069	158	314	Domain
38087699	P38622	PF00069	121	414	Domain
38090491	Q03656	PF00069	530	706	Domain
38090576	P18961	PF00069	344	599	Domain
38092900	P38990	PF00069	133	448	Domain
38098256	Q03306	PF00069	11	293	Domain
38101320	P53104	PF00069	24	325	Domain
38105806	P17157	PF00069	7	297	Domain
38106357	P32581	PF00069	83	386	Domain
38108834	P06244	PF00069	87	341	Domain
38111646	P32350	PF00069	313	720	Domain
38111919	P47116	PF00069	256	562	Domain
38116135	P15442	PF00069	599	699	Domain
38117190	P16892	PF00069	13	309	Domain
38119679	P06784	PF00069	191	466	Domain
38120261	P06243	PF00069	33	209	Domain
38120451	P53009	PF00069	64	324	Domain
38120584	Q01389	PF00069	1175	1440	Domain
38121468	P12688	PF00069	347	602	Domain
38126124	P32944	PF00069	444	792	Domain
38126558	P15790	PF00069	101	363	Domain
38127015	P32328	PF00069	169	469	Domain
38128180	P34244	PF00069	132	369	Domain
38128507	P38970	PF00069	594	837	Domain
38134093	Q08732	PF00069	216	478	Domain
38138806	Q12152	PF00069	41	287	Domain
38139118	P28708	PF00069	192	508	Domain
38140627	P22211	PF00069	438	742	Domain
38140930	P43568	PF00069	15	365	Domain
38145848	P27636	PF00069	25	272	Domain
38148439	P32361	PF00069	674	873	Domain
38149078	P32490	PF00069	221	488	Domain
38149177	P50873	PF00069	164	447	Domain
38152462	P14681	PF00069	13	313	Domain
38152692	Q03957	PF00069	183	469	Domain
38153643	P32562	PF00069	82	337	Domain
38154690	P32801	PF00069	146	406	Domain
38158163	P43565	PF00069	794	955	Domain
38161211	Q12100	PF00069	303	575	Domain
38166504	Q03533	PF00069	39	351	Domain
38176415	P43637	PF00069	50	344	Domain
38184598	P06245	PF00069	70	324	Domain
38185460	Q12505	PF00069	92	331	Domain
38185621	P40494	PF00069	22	295	Domain
38209188	Q12003	PF00069	30	164	Domain
38210053	P25341	PF00069	324	602	Domain
38212471	Q12310	PF00069	361	653	Domain
38215432	P13186	PF00069	99	377	Domain
38215949	P36004	PF00069	413	712	Domain
38218445	P23293	PF00069	60	366	Domain
38227141	Q12003	PF00069	207	358	Domain
38228302	Q03407	PF00069	125	391	Domain
38228309	P00546	PF00069	8	295	Domain
38231642	P13185	PF00069	120	398	Domain
38233366	P25389	PF00069	21	285	Domain
38236063	P08018	PF00069	360	623	Domain
38236515	Q03002	PF00069	41	313	Domain
38240063	P53739	PF00069	496	777	Domain
38241000	Q08217	PF00069	841	1099	Domain
38241035	Q00772	PF00069	23	318	Domain
38253863	P24719	PF00069	163	444	Domain
38254247	Q01919	PF00069	46	313	Domain
38260215	P53233	PF00069	2	256	Domain
38262315	P15442	PF00069	741	981	Domain
38268802	Q12263	PF00069	19	289	Domain
38268992	P53894	PF00069	551	672	Domain
38273584	P54199	PF00069	440	716	Domain
38280602	P36003	PF00069	449	626	Domain
38280889	P53894	PF00069	352	523	Domain
38283755	Q12236	PF00069	179	443	Domain
38285183	P22219	PF00069	37	295	Domain
38285801	Q03497	PF00069	620	871	Domain
38287697	P22204	PF00069	177	477	Domain
38288815	Q12222	PF00069	41	329	Domain
38292185	P24583	PF00069	824	1083	Domain
38299917	P43565	PF00069	1132	1254	Domain
38301194	P22216	PF00069	198	466	Domain
38301940	P27466	PF00069	37	299	Domain
38305934	P25390	PF00069	1034	1310	Domain
38306842	P38070	PF00433	469	514	Family
38310581	P18961	PF00433	620	660	Family
38311540	P24583	PF00433	1104	1144	Family
38312184	P12688	PF00433	623	663	Family
38314543	P11792	PF00433	692	738	Family
38419461	Q03880	PF08636	2	75	Family
38424015	P52489	PF02887	382	500	Domain
38428361	P00549	PF02887	380	498	Domain
38435268	Q03674	PF01735	101	588	Family
38436958	P39105	PF01735	99	586	Family
38437347	P53541	PF01735	226	631	Family
38437463	Q08108	PF01735	105	592	Family
38437807	P53541	PF01735	84	199	Family
38469006	P36126	PF00614	1091	1118	Family
38470493	P36126	PF00614	791	818	Family
38473527	P25578	PF00614	419	457	Family
38617538	P32915	PF10559	41	75	Domain
38618206	P38353	PF10559	41	76	Domain
38619763	P53064	PF03126	243	346	Domain
38631906	Q12149	PF08066	14	101	Domain
38645491	P29952	PF01238	5	392	Family
38648975	P07283	PF03332	35	254	Family
38651500	P40975	PF08114	1	43	Family
38651522	P32903	PF08114	1	40	Family
38657036	P87284	PF01679	5	53	Family
38657139	P56508	PF01679	5	54	Family
38658327	P14359	PF01679	21	70	Family
38658438	Q07549	PF01679	12	61	Family
38665965	P40029	PF01625	18	176	Family
38677535	P42934	PF02366	70	314	Family
38678908	P31382	PF02366	69	313	Family
38680216	P52867	PF02366	50	293	Family
38680853	P46971	PF02366	57	305	Family
38681594	P47190	PF02366	62	306	Family
38682126	P33775	PF02366	54	297	Family
38682256	Q06644	PF02366	101	258	Family
38700422	P42934	PF16192	558	755	Family
38700966	P31382	PF16192	548	751	Family
38701767	P47190	PF16192	541	744	Family
38703186	P33775	PF16192	533	727	Family
38703448	P46971	PF16192	541	756	Family
38703926	P52867	PF16192	529	723	Family
38707402	Q03796	PF08645	30	236	Family
38721135	P38075	PF10590	186	228	Domain
38726403	Q07938	PF01048	34	290	Domain
38727704	Q05788	PF01048	39	309	Domain
38749591	P53080	PF15365	153	174	Motif
38759750	Q04636	PF17292	3	103	Domain
38760903	Q05778	PF10450	1	276	Family
