	uniprot	pfam	start	stop	type	Name	ID
25146885	Q12329	PF00011	247	356	Family	Hsp20/alpha crystallin family	HSP20
25160240	P32589	PF00012	4	644	Family	Hsp70 protein	HSP70
25167323	Q05931	PF00012	30	650	Family	Hsp70 protein	HSP70
25175268	P09435	PF00012	4	610	Family	Hsp70 protein	HSP70
25178961	P22202	PF00012	4	610	Family	Hsp70 protein	HSP70
25182561	P10592	PF00012	4	607	Family	Hsp70 protein	HSP70
25184980	P38788	PF00012	5	465	Family	Hsp70 protein	HSP70
25185076	P11484	PF00012	9	613	Family	Hsp70 protein	HSP70
25185456	P32590	PF00012	4	644	Family	Hsp70 protein	HSP70
25185603	P10591	PF00012	4	607	Family	Hsp70 protein	HSP70
25187672	P16474	PF00012	52	655	Family	Hsp70 protein	HSP70
25188093	P36016	PF00012	64	681	Family	Hsp70 protein	HSP70
25190640	P40150	PF00012	9	613	Family	Hsp70 protein	HSP70
25194223	P39987	PF00012	29	630	Family	Hsp70 protein	HSP70
25195597	P0CS90	PF00012	32	633	Family	Hsp70 protein	HSP70
25196567	P02829	PF00183	183	706	Family	Hsp90 protein	HSP90
25199713	P15108	PF00183	183	702	Family	Hsp90 protein	HSP90
25206660	P22943	PF04119	1	59	Family	Heat shock protein 9/12	HSP9_HSP12
25607835	O14467	PF01381	85	139	Domain	Helix-turn-helix	HTH_3
25751591	P23615	PF14641	336	446	Domain	Helix-turn-helix DNA-binding domain of SPT6	HTH_44
25833537	P32349	PF08221	47	109	Domain	RNA polymerase III subunit RPC82 helix-turn-helix domain	HTH_9
25960683	P32896	PF03221	72	138	Domain	Tc5 transposase DNA-binding domain	HTH_Tnp_Tc5
25974389	Q01448	PF08729	554	602	Domain	HPC2 and ubinuclein domain	HUN
25981969	Q02574	PF04005	1	332	Family	Hus1-like protein	Hus1
25986602	Q12208	PF09749	64	288	Family	Uncharacterised conserved protein	HVSL
26024178	P28273	PF01968	242	536	Family	Hydantoinase/oxoprolinase	Hydantoinase_A
26028866	P28273	PF02538	747	1284	Family	Hydantoinase B/oxoprolinase	Hydantoinase_B
26033853	P28273	PF05378	7	223	Family	Hydantoinase/oxoprolinase N-terminal region	Hydant_A_N
26047412	Q12674	PF00702	925	1177	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26050581	P42941	PF00702	91	267	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26054961	Q12691	PF00702	462	769	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26056210	P13587	PF00702	462	769	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26056629	P05030	PF00702	372	646	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26061204	P19657	PF00702	401	675	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26067413	P38995	PF00702	621	850	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26067911	Q04223	PF00702	22	230	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26068153	P38929	PF00702	604	853	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26071718	P41277	PF00702	57	191	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26076956	P53078	PF00702	55	240	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26080952	P39986	PF00702	481	733	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26085974	Q01896	PF00702	462	769	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26086223	P13586	PF00702	365	692	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26087044	P38360	PF00702	897	1119	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26092425	Q12697	PF00702	916	1100	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26097875	P19881	PF00702	24	267	Domain	haloacid dehalogenase-like hydrolase	Hydrolase
26128118	P28321	PF12146	37	289	Family	Serine aminopeptidase, S33	Hydrolase_4
26151610	Q07379	PF12146	65	204	Family	Serine aminopeptidase, S33	Hydrolase_4
26159073	P42840	PF12146	93	212	Family	Serine aminopeptidase, S33	Hydrolase_4
26171648	P36151	PF13344	16	114	Domain	Haloacid dehalogenase-like hydrolase	Hydrolase_6
26184540	P36151	PF13242	243	343	Domain	HAD-hyrolase-like	Hydrolase_like
26203252	P40442	PF11765	305	610	Domain	Hyphally regulated cell wall protein N-terminal	Hyphal_reg_CWP
26203467	Q05164	PF11765	288	636	Domain	Hyphally regulated cell wall protein N-terminal	Hyphal_reg_CWP
26358402	P01098	PF04568	4	86	Family	Mitochondrial ATPase inhibitor, IATP	IATP
26359054	P01097	PF04568	2	85	Family	Mitochondrial ATPase inhibitor, IATP	IATP
26361501	Q02821	PF01749	17	109	Family	Importin beta binding domain	IBB
26364559	Q06142	PF03810	25	106	Family	Importin-beta N-terminal domain	IBN_N
26365930	P46970	PF03810	24	104	Family	Importin-beta N-terminal domain	IBN_N
26367671	P40069	PF03810	25	92	Family	Importin-beta N-terminal domain	IBN_N
26368118	P30822	PF03810	34	100	Family	Importin-beta N-terminal domain	IBN_N
26368817	Q04175	PF03810	25	97	Family	Importin-beta N-terminal domain	IBN_N
26370795	P33307	PF03810	23	96	Family	Importin-beta N-terminal domain	IBN_N
26373308	P53067	PF03810	21	100	Family	Importin-beta N-terminal domain	IBN_N
26373360	Q02932	PF03810	31	103	Family	Importin-beta N-terminal domain	IBN_N
26374550	Q04638	PF01485	381	435	Domain	IBR domain, a half RING-finger domain	IBR
26381552	Q04638	PF01485	272	338	Domain	IBR domain, a half RING-finger domain	IBR
26383996	P36113	PF01485	242	314	Domain	IBR domain, a half RING-finger domain	IBR
26386220	P36113	PF01485	320	384	Domain	IBR domain, a half RING-finger domain	IBR
26391640	P40499	PF08426	13	488	Family	ICE2	ICE2
26395812	Q12031	PF00463	46	575	Domain	Isocitrate lyase family	ICL
26399305	P28240	PF00463	22	550	Domain	Isocitrate lyase family	ICL
26429284	P32584	PF04140	123	219	Family	Isoprenylcysteine carboxyl methyltransferase (ICMT) family	ICMT
26435802	P47125	PF01231	22	444	Family	Indoleamine 2,3-dioxygenase	IDO
26436865	P40060	PF17335	10	123	Family	Ino80 complex subunit 5	IES5
26437954	P25038	PF11987	455	560	Domain	Translation-initiation factor 2	IF-2
26441509	P39730	PF11987	742	844	Domain	Translation-initiation factor 2	IF-2
26452575	Q06489	PF01008	49	399	Family	Initiation factor 2 subunit family	IF-2B
26452739	P14741	PF01008	15	292	Family	Initiation factor 2 subunit family	IF-2B
26455559	P12754	PF01008	285	637	Family	Initiation factor 2 subunit family	IF-2B
26456228	P32502	PF01008	33	358	Family	Initiation factor 2 subunit family	IF-2B
26465228	P25038	PF04760	63	115	Domain	Translation initiation factor IF-2, N-terminal region	IF2_N
26490156	P07260	PF01652	38	196	Domain	Eukaryotic initiation factor 4E	IF4E
26509490	P06633	PF00475	57	200	Family	Imidazoleglycerol-phosphate dehydratase	IGPD
26522579	P00937	PF00218	217	482	Domain	Indole-3-glycerol phosphate synthase	IGPS
26524023	P38783	PF09597	42	97	Domain	IGR protein motif	IGR
26597442	Q06706	PF04762	18	988	Family	IKI3 family	IKI3
26609232	P47155	PF10311	6	145	Family	Increased loss of mitochondrial DNA protein 1	Ilm1
26611986	P06168	PF01450	248	393	Family	Acetohydroxy acid isomeroreductase, catalytic domain	IlvC
26628438	P39522	PF00920	55	581	Family	Dehydratase family	ILVD_EDD
26639090	P06168	PF07991	74	243	Family	Acetohydroxy acid isomeroreductase, NADPH-binding domain	IlvN
26644420	P25642	PF05046	64	146	Domain	Mitochondrial large subunit ribosomal protein (Img2)	Img2
26645834	P47170	PF12257	207	485	Family	Vacuolar membrane-associated protein Iml1	IML1
26654965	P38697	PF00478	36	512	Domain	IMP dehydrogenase / GMP reductase domain	IMPDH
26659822	P50095	PF00478	36	512	Domain	IMP dehydrogenase / GMP reductase domain	IMPDH
26665659	P50094	PF00478	37	513	Domain	IMP dehydrogenase / GMP reductase domain	IMPDH
26668293	P32337	PF18808	274	366	Repeat	Importin repeat	Importin_rep_4
26669544	P32337	PF18816	1001	1054	Repeat	Importin repeat	Importin_rep_5
26670111	P32337	PF18829	766	872	Repeat	Importin repeat 6	Importin_rep_6
26681941	P12689	PF00817	361	522	Family	impB/mucB/samB family	IMS
26687051	Q04049	PF00817	29	276	Family	impB/mucB/samB family	IMS
26698897	P12689	PF11799	615	745	Domain	impB/mucB/samB family C-terminal domain	IMS_C
26709985	P38283	PF03941	630	680	Family	Inner centromere protein, ARK binding region	INCENP_ARK-bind
26716000	P50947	PF12998	10	111	Domain	Inhibitor of growth proteins N-terminal histone-binding	ING
26716053	P38806	PF12998	6	111	Domain	Inhibitor of growth proteins N-terminal histone-binding	ING
26724942	P01094	PF10466	1	68	Family	Saccharopepsin inhibitor I34	Inhibitor_I34
26736424	P25036	PF05922	70	168	Domain	Peptidase inhibitor I9	Inhibitor_I9
26737388	P09232	PF05922	182	280	Domain	Peptidase inhibitor I9	Inhibitor_I9
26740023	P23796	PF04179	400	512	Domain	Rit1 DUSP-like domain	Init_tRNA_PT
26746839	P11986	PF01658	324	439	Family	Myo-inositol-1-phosphate synthase	Inos-1-P_synth
26759524	Q05533	PF00459	7	287	Family	Inositol monophosphatase family	Inositol_P
26764235	P32179	PF00459	3	353	Family	Inositol monophosphatase family	Inositol_P
26767087	P38710	PF00459	4	289	Family	Inositol monophosphatase family	Inositol_P
26770907	Q03694	PF12634	79	260	Family	Inheritance of peroxisomes protein 1	Inp1
26776118	P53898	PF07281	114	274	Family	Insulin-induced protein (INSIG)	INSIG
26776181	P38837	PF07281	102	290	Family	Insulin-induced protein (INSIG)	INSIG
26778829	Q06667	PF06090	4	268	Family	Inositol-pentakisphosphate 2-kinase	Ins_P5_2-kin
26791099	Q7LHG5	PF17921	1117	1177	Domain	Integrase zinc binding domain	Integrase_H2C2
26792342	Q99315	PF17921	1091	1151	Domain	Integrase zinc binding domain	Integrase_H2C2
26809511	P03875	PF01348	602	759	Family	Type II intron maturase	Intron_maturas2
26809630	P03876	PF01348	638	781	Family	Type II intron maturase	Intron_maturas2
26833017	P50077	PF00520	1529	1778	Family	Ion transport protein	Ion_trans
26838975	P50077	PF00520	769	1010	Family	Ion transport protein	Ion_trans
26843671	P50077	PF00520	1209	1484	Family	Ion transport protein	Ion_trans
26854021	P50077	PF00520	479	724	Family	Ion transport protein	Ion_trans
26895117	P40310	PF07885	386	462	Family	Ion channel	Ion_trans_2
26896311	P40310	PF07885	253	328	Family	Ion channel	Ion_trans_2
26904686	P38803	PF12333	125	219	Family	Rix1 complex component involved in 60S ribosome maturation	Ipi1_N
26906986	P07250	PF03770	114	353	Family	Inositol polyphosphate kinase	IPK
26908086	Q12494	PF03770	759	958	Family	Inositol polyphosphate kinase	IPK
26909278	P41818	PF04979	91	224	Family	Protein phosphatase inhibitor 2 (IPP-2)	IPP-2
26910609	P07884	PF01715	49	305	Domain	IPP transferase	IPPT
26934210	Q12280	PF00612	718	738	Motif	IQ calmodulin-binding motif	IQ
26941542	P32492	PF00612	900	920	Motif	IQ calmodulin-binding motif	IQ
26981047	P40988	PF04120	346	410	Family	Low affinity iron permease	Iron_permease
26981174	P40988	PF04120	453	540	Family	Low affinity iron permease	Iron_permease
26986533	Q03104	PF10281	239	276	Repeat	Putative stress-responsive nuclear envelope protein	Ish1
26988369	Q03104	PF10281	447	482	Repeat	Putative stress-responsive nuclear envelope protein	Ish1
26988603	Q03104	PF10281	109	145	Repeat	Putative stress-responsive nuclear envelope protein	Ish1
26988671	Q03104	PF10281	165	201	Repeat	Putative stress-responsive nuclear envelope protein	Ish1
26989993	Q99312	PF06437	1	443	Family	IMP-specific 5'-nucleotidase	ISN1
27008658	P53184	PF00857	2	214	Family	Isochorismatase family	Isochorismatase
27016589	P40495	PF00180	25	367	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27017672	P28834	PF00180	30	357	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27030189	P04173	PF00180	6	355	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27030510	P53982	PF00180	5	399	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27033682	P41939	PF00180	5	399	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27035896	P28241	PF00180	38	367	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27037059	P21954	PF00180	21	416	Domain	Isocitrate/isopropylmalate dehydrogenase	Iso_dh
27048119	P53843	PF03398	13	183	Family	Regulator of Vps4 activity in the MVB pathway	Ist1
27060647	P21374	PF06246	1	232	Family	Isy1-like splicing family	Isy1
27068100	Q04179	PF01156	6	324	Domain	Inosine-uridine preferring nucleoside hydrolase	IU_nuc_hydro
27074593	Q07532	PF08574	151	220	Family	Transcription factor Iwr1	Iwr1
27076636	P33338	PF01608	809	963	Family	I/LWEQ domain	I_LWEQ
27081613	Q08723	PF01398	3	116	Family	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	JAB
27082026	Q12468	PF01398	66	190	Family	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	JAB
27086352	P43588	PF01398	22	135	Family	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	JAB
27109567	Q03833	PF02373	191	307	Domain	JmjC domain, hydroxylase	JmjC
27111048	P47156	PF02373	414	532	Domain	JmjC domain, hydroxylase	JmjC
27111487	P39956	PF02373	222	338	Domain	JmjC domain, hydroxylase	JmjC
27113970	Q03833	PF02375	13	46	Family	jmjN domain	JmjN
27115037	P47156	PF02375	5	40	Family	jmjN domain	JmjN
27115700	P39956	PF02375	15	48	Family	jmjN domain	JmjN
27124933	P13185	PF02149	1020	1064	Domain	Kinase associated domain 1	KA1
27127105	P13186	PF02149	1103	1147	Domain	Kinase associated domain 1	KA1
27132493	P32526	PF08580	35	641	Family	Yeast cortical protein KAR9	KAR9
27169125	P47114	PF16944	14	266	Family	Fungal potassium channel	KCH
27169560	Q04705	PF16944	9	277	Family	Fungal potassium channel	KCH
27173340	P53323	PF06293	46	224	Family	Lipopolysaccharide kinase (Kdo/WaaP) family	Kdo
27193951	Q06346	PF08552	11	182	Family	Inositolphosphorylceramide synthase subunit Kei1	Kei1
27237503	Q08282	PF01344	441	487	Repeat	Kelch motif	Kelch_1
27248617	Q08979	PF07646	453	507	Repeat	Kelch motif	Kelch_2
27250481	P50090	PF13415	97	150	Domain	Galactose oxidase, central domain	Kelch_3
27251125	P38853	PF13415	356	407	Domain	Galactose oxidase, central domain	Kelch_3
27254006	Q08979	PF13415	206	256	Domain	Galactose oxidase, central domain	Kelch_3
27254734	Q08979	PF13415	92	146	Domain	Galactose oxidase, central domain	Kelch_3
27263878	P50090	PF13418	258	306	Repeat	Galactose oxidase, central domain	Kelch_4
27270991	P38853	PF13854	121	163	Repeat	Kelch motif	Kelch_5
27271028	P38853	PF13854	234	277	Repeat	Kelch motif	Kelch_5
27275075	P50090	PF13854	194	237	Repeat	Kelch motif	Kelch_5
27276386	P53094	PF13964	159	215	Repeat	Kelch motif	Kelch_6
27277944	P32634	PF13964	131	188	Repeat	Kelch motif	Kelch_6
27290083	P39525	PF00109	2	265	Domain	Beta-ketoacyl synthase, N-terminal domain	ketoacyl-synt
27317876	P19097	PF00109	1164	1393	Domain	Beta-ketoacyl synthase, N-terminal domain	ketoacyl-synt
27368511	P19097	PF02801	1494	1612	Domain	Beta-ketoacyl synthase, C-terminal domain	Ketoacyl-synt_C
27370456	P39525	PF02801	273	391	Domain	Beta-ketoacyl synthase, C-terminal domain	Ketoacyl-synt_C
27383693	P06105	PF00013	636	704	Domain	KH domain	KH_1
27385231	P38151	PF00013	150	215	Domain	KH domain	KH_1
27385896	Q12186	PF00013	151	232	Domain	KH domain	KH_1
27391813	P06105	PF00013	179	251	Domain	KH domain	KH_1
27394356	P38151	PF00013	332	396	Domain	KH domain	KH_1
27399012	P06105	PF00013	714	773	Domain	KH domain	KH_1
27399485	P06105	PF00013	941	1003	Domain	KH domain	KH_1
27402984	P06105	PF00013	784	853	Domain	KH domain	KH_1
27403999	P06105	PF00013	862	931	Domain	KH domain	KH_1
27412360	P38199	PF00013	158	223	Domain	KH domain	KH_1
27420752	P16523	PF00013	189	263	Domain	KH domain	KH_1
27426818	P06105	PF00013	1160	1218	Domain	KH domain	KH_1
27427325	P38151	PF00013	68	132	Domain	KH domain	KH_1
27428438	P38199	PF00013	260	328	Domain	KH domain	KH_1
27436051	P38199	PF00013	45	109	Domain	KH domain	KH_1
27453810	P05750	PF07650	20	96	Domain	KH domain	KH_2
27469336	P38792	PF15985	197	239	Domain	KH domain	KH_6
27469585	Q08285	PF15985	153	202	Domain	KH domain	KH_6
27471994	Q99216	PF17903	95	176	Domain	Krr1 KH1 domain	KH_8
27472194	P25586	PF17903	39	119	Domain	Krr1 KH1 domain	KH_8
27486772	P25302	PF04383	52	143	Domain	KilA-N domain	KilA-N
27488074	P39678	PF04383	19	97	Domain	KilA-N domain	KilA-N
27488162	P36093	PF04383	201	289	Domain	KilA-N domain	KilA-N
27489373	P40962	PF10357	47	192	Family	Domain of Kin17 curved DNA-binding protein	Kin17_mid
27497841	P32364	PF00225	33	364	Domain	Kinesin motor domain	Kinesin
27503794	P27895	PF00225	42	246	Domain	Kinesin motor domain	Kinesin
27504860	P27895	PF00225	275	477	Domain	Kinesin motor domain	Kinesin
27524122	P53086	PF00225	104	438	Domain	Kinesin motor domain	Kinesin
27525269	P28742	PF00225	58	410	Domain	Kinesin motor domain	Kinesin
27525309	P17119	PF00225	392	723	Domain	Kinesin motor domain	Kinesin
27525741	P28743	PF00225	80	493	Domain	Kinesin motor domain	Kinesin
27529660	P53169	PF08568	1	633	Family	Uncharacterised protein family, YAP/Alf4/glomulin	Kinetochor_Ybp2
27529798	P38315	PF08568	1	669	Family	Uncharacterised protein family, YAP/Alf4/glomulin	Kinetochor_Ybp2
27533371	P19659	PF16987	6	88	Domain	KIX domain	KIX_2
27541241	P05743	PF00467	52	90	Family	KOW motif	KOW
27550584	P0CX36	PF00467	177	211	Family	KOW motif	KOW
27554874	P0CX35	PF00467	177	211	Family	KOW motif	KOW
27555612	P53221	PF00467	52	90	Family	KOW motif	KOW
27589390	P17260	PF17056	221	286	Family	Killer toxin-resistance protein 1	KRE1
27589518	Q04431	PF17097	1	384	Family	Spindle pole body component	Kre28
27589680	P50112	PF05390	163	264	Family	Yeast cell wall synthesis protein KRE9/KNH1	KRE9
27589810	P39005	PF05390	172	273	Family	Yeast cell wall synthesis protein KRE9/KNH1	KRE9
27590525	P42846	PF05178	289	397	Family	KRI1-like family	Kri1
27590942	P42846	PF12936	442	543	Family	KRI1-like family C-terminal	Kri1_C
27598472	P34253	PF08433	1	309	Domain	Chromatin associated protein KTI12	KTI12
27601562	P32807	PF02735	277	481	Domain	Ku70/Ku80 beta-barrel domain	Ku
27604571	Q04437	PF02735	238	472	Domain	Ku70/Ku80 beta-barrel domain	Ku
27622475	P32807	PF03730	493	600	Family	Ku70/Ku80 C-terminal arm	Ku_C
27623536	Q04437	PF03731	5	232	Domain	Ku70/Ku80 N-terminal alpha/beta domain	Ku_N
27623838	P32807	PF03731	31	267	Domain	Ku70/Ku80 N-terminal alpha/beta domain	Ku_N
27626556	P53158	PF10241	115	200	Domain	Uncharacterized conserved protein	KxDL
27642317	P14063	PF09784	9	131	Family	Mitochondrial ribosomal protein L31	L31
27643609	P32388	PF05047	48	106	Domain	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	L51_S25_CI-B8
27644426	Q06090	PF05047	40	91	Domain	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	L51_S25_CI-B8
27648725	Q12034	PF05383	275	335	Domain	La domain	La
27649539	P25567	PF05383	265	323	Domain	La domain	La
27649643	P33399	PF05383	33	89	Domain	La domain	La
27716813	Q12320	PF00753	21	85	Domain	Metallo-beta-lactamase superfamily	Lactamase_B
27732959	Q06224	PF00753	17	247	Domain	Metallo-beta-lactamase superfamily	Lactamase_B
27748208	Q05584	PF00753	12	188	Domain	Metallo-beta-lactamase superfamily	Lactamase_B
27775992	Q08347	PF00753	111	337	Domain	Metallo-beta-lactamase superfamily	Lactamase_B
27795757	Q02883	PF12706	223	426	Domain	Beta-lactamase superfamily domain	Lactamase_B_2
27815096	P36159	PF13691	5	68	Domain	tRNase Z endonuclease	Lactamase_B_4
27817843	Q12102	PF16661	19	211	Domain	Metallo-beta-lactamase superfamily domain	Lactamase_B_6
27833135	P03878	PF00961	434	526	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833175	P03878	PF00961	328	417	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833269	Q9ZZW7	PF00961	405	501	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833315	Q9ZZX0	PF00961	201	300	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833321	P03881	PF00961	89	183	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833343	P03877	PF00961	113	209	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833663	P03877	PF00961	245	369	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833671	P03879	PF00961	514	608	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27833858	P03879	PF00961	408	497	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27834027	Q9ZZW7	PF00961	268	369	Domain	LAGLIDADG endonuclease	LAGLIDADG_1
27834057	Q9ZZX1	PF03161	424	601	Family	LAGLIDADG DNA endonuclease family	LAGLIDADG_2
27834365	P03873	PF03161	223	403	Family	LAGLIDADG DNA endonuclease family	LAGLIDADG_2
27834397	P03882	PF03161	34	208	Family	LAGLIDADG DNA endonuclease family	LAGLIDADG_2
27944871	Q02205	PF15454	14	92	Family	Late endosomal/lysosomal adaptor and MAPK and MTOR activator	LAMTOR
27960914	P36146	PF04031	7	162	Family	Las1-like	Las1
27968778	P40345	PF02450	202	625	Family	Lecithin:cholesterol acyltransferase	LCAT
27971324	P47139	PF02450	304	573	Family	Lecithin:cholesterol acyltransferase	LCAT
27971828	P40514	PF03815	161	296	Domain	LCCL domain	LCCL
27974124	Q04377	PF09798	77	745	Family	DNA damage checkpoint protein	LCD1
27976172	Q08282	PF04072	6	243	Family	Leucine carboxyl methyltransferase	LCM
27977036	Q04081	PF04072	4	220	Family	Leucine carboxyl methyltransferase	LCM
27981293	Q12502	PF13002	144	346	Family	Arrestin_N terminal like	LDB19
27985165	P17505	PF02866	165	331	Domain	lactate/malate dehydrogenase, alpha/beta C-terminal domain	Ldh_1_C
27985924	P32419	PF02866	146	337	Domain	lactate/malate dehydrogenase, alpha/beta C-terminal domain	Ldh_1_C
27993563	P22133	PF02866	179	370	Domain	lactate/malate dehydrogenase, alpha/beta C-terminal domain	Ldh_1_C
27999717	P22133	PF00056	14	170	Family	lactate/malate dehydrogenase, NAD binding domain	Ldh_1_N
28002999	P17505	PF00056	18	163	Family	lactate/malate dehydrogenase, NAD binding domain	Ldh_1_N
28010587	P32419	PF00056	2	144	Family	lactate/malate dehydrogenase, NAD binding domain	Ldh_1_N
28094767	P08521	PF08252	2	24	Family	arg-2/CPA1 leader peptide	Leader_CPA1
28129334	Q12396	PF03388	52	270	Domain	Legume-like lectin family	Lectin_leg-like
28129733	P36137	PF03388	55	153	Domain	Legume-like lectin family	Lectin_leg-like
28129783	P36137	PF03388	159	322	Domain	Legume-like lectin family	Lectin_leg-like
28131019	P43555	PF03388	36	253	Domain	Legume-like lectin family	Lectin_leg-like
28146480	P38439	PF04004	169	335	Family	Leo1-like protein	Leo1
28147315	P46943	PF06421	538	644	Family	GTP-binding protein LepA C-terminus	LepA_C
28157331	Q08179	PF07766	83	354	Family	LETM1-like protein	LETM1
28157587	Q06493	PF07766	81	344	Family	LETM1-like protein	LETM1
28160175	P06208	PF08502	456	595	Domain	LeuA allosteric (dimerisation) domain	LeuA_dimer
28165535	Q12166	PF08502	455	595	Domain	LeuA allosteric (dimerisation) domain	LeuA_dimer
28170466	Q10740	PF09127	545	669	Family	Leukotriene A4 hydrolase, C-terminal	Leuk-A4-hydro_C
28182670	Q02796	PF11488	251	329	Family	Transcriptional regulatory protein LGE1	Lge1
28187271	Q12038	PF08596	548	943	Family	Lethal giant larvae(Lgl) like, C-terminal	Lgl_C
28187499	P38163	PF08596	514	916	Family	Lethal giant larvae(Lgl) like, C-terminal	Lgl_C
28202269	P32875	PF16881	52	155	Family	N-terminal domain of lipoyl synthase of Radical_SAM family	LIAS_N
28204248	P36044	PF04991	490	746	Domain	LicD family	LicD
28206041	P40355	PF04991	469	720	Domain	LicD family	LicD
28207466	Q06522	PF10230	28	292	Family	Lipid-droplet associated hydrolase	LIDHydrolase
28213127	P53598	PF00549	181	309	Domain	CoA-ligase	Ligase_CoA
28216759	P53312	PF00549	302	422	Domain	CoA-ligase	Ligase_CoA
28272470	P36166	PF00412	556	617	Domain	LIM domain	LIM
28287024	P35688	PF00412	419	479	Domain	LIM domain	LIM
28292076	P39083	PF00412	70	137	Domain	LIM domain	LIM
28293123	Q06407	PF00412	13	69	Domain	LIM domain	LIM
28297433	P35688	PF00412	28	94	Domain	LIM domain	LIM
28298429	Q07684	PF01803	150	394	Family	LIM-domain binding protein	LIM_bind
28305019	P53551	PF00538	44	116	Domain	linker histone H1 and H5 family	Linker_histone
28306813	P53551	PF00538	177	250	Domain	linker histone H1 and H5 family	Linker_histone
28319542	P25641	PF01764	258	346	Family	Lipase (class 3)	Lipase_3
28330916	P47145	PF01764	96	263	Family	Lipase (class 3)	Lipase_3
28342831	P41734	PF00657	6	203	Family	GDSL-like Lipase/Acylhydrolase	Lipase_GDSL
28382467	P32567	PF04571	1	103	Family	lipin, N-terminal conserved region	Lipin_N
28424526	P38129	PF08513	58	84	Domain	LisH	LisH
28424976	Q03825	PF08513	53	79	Domain	LisH	LisH
28426152	P38262	PF08513	6	32	Domain	LisH	LisH
28446561	P40347	PF01451	10	157	Domain	Low molecular weight phosphotyrosine protein phosphatase	LMWPc
28452013	P32567	PF08235	349	583	Domain	LNS2 (Lipin/Ned1/Smp2)	LNS2
28466520	P22214	PF13774	34	115	Domain	Regulated-SNARE-like domain	Longin
28468187	P36015	PF13774	44	124	Domain	Regulated-SNARE-like domain	Longin
28470874	P34239	PF18639	118	288	Domain	Yeast longin domain	Longin_2
28479662	P36775	PF05362	900	1109	Domain	Lon protease (S16) C-terminal proteolytic domain	Lon_C
28488271	P36775	PF02190	181	478	Family	ATP-dependent protease La (LON) substrate-binding domain	LON_substr_bdg
28612429	P36047	PF00560	226	247	Repeat	Leucine Rich Repeat	LRR_1
28619088	Q08496	PF00560	581	603	Repeat	Leucine Rich Repeat	LRR_1
28638865	P31384	PF12799	359	401	Repeat	Leucine Rich repeats (2 copies)	LRR_4
28639778	Q08817	PF12799	89	133	Repeat	Leucine Rich repeats (2 copies)	LRR_4
28670648	P11745	PF13516	106	122	Repeat	Leucine Rich repeat	LRR_6
28697772	P11745	PF13516	43	63	Repeat	Leucine Rich repeat	LRR_6
28699071	P39937	PF13516	228	248	Repeat	Leucine Rich repeat	LRR_6
28722282	P39937	PF13516	253	268	Repeat	Leucine Rich repeat	LRR_6
28737008	P36047	PF13516	245	261	Repeat	Leucine Rich repeat	LRR_6
28767760	P08678	PF13855	1040	1099	Repeat	Leucine rich repeat	LRR_8
28773330	P08678	PF13855	864	921	Repeat	Leucine rich repeat	LRR_8
28888652	P08678	PF13855	1210	1269	Repeat	Leucine rich repeat	LRR_8
28949932	P36047	PF14580	114	212	Repeat	Leucine-rich repeat	LRR_9
28950321	Q08963	PF14580	33	181	Repeat	Leucine-rich repeat	LRR_9
28952656	Q04087	PF10422	5	232	Family	Monopolin complex subunit LRS4	LRS4
28956786	Q02260	PF01423	5	97	Domain	LSM domain	LSM
28957302	P40089	PF01423	10	83	Domain	LSM domain	LSM
