	uniprot	length
3057	P40084	226
3058	P40085	556
3059	P40086	486
3060	P40087	428
3061	P40088	404
3062	P40089	93
3063	P40090	624
3064	P40091	420
3065	P40092	148
3066	P40093	338
3067	P40094	801
3068	P40095	573
3069	P40096	142
3070	P40097	107
3071	P40098	244
3072	P40099	211
3073	P40100	303
3074	P40101	306
3075	P40102	141
3076	P40103	239
3077	P40104	122
3078	P40105	1681
3079	P40106	250
3080	P40107	337
3081	P40150	613
3082	P40151	587
3083	P40152	326
3084	P40154	320
3085	P40155	199
3086	P40156	214
3087	P40157	782
3088	P40159	199
3089	P40160	425
3090	P40161	455
3091	P40162	140
3092	P40163	203
3093	P40164	858
3094	P40165	246
3095	P40166	100
3096	P40167	298
3097	P40168	261
3098	P40169	301
3099	P40185	145
3100	P40186	285
3101	P40187	538
3102	P40188	164
3103	P40202	249
3104	P40204	77
3105	P40206	208
3106	P40207	237
3107	P40208	455
3108	P40209	560
3109	P40210	489
3110	P40211	102
3111	P40212	199
3112	P40214	342
3113	P40215	560
3114	P40217	347
3115	P40218	223
3116	P40219	148
3117	P40260	492
3118	P40302	234
3119	P40303	254
3120	P40308	642
3121	P40309	873
3122	P40310	691
3123	P40312	120
3124	P40314	149
3125	P40316	373
3126	P40317	901
3127	P40318	1319
3128	P40319	345
3129	P40323	161
3130	P40325	198
3131	P40326	108
3132	P40327	437
3133	P40328	754
3134	P40335	379
3135	P40339	323
3136	P40340	1379
3137	P40341	825
3138	P40342	146
3139	P40343	622
3140	P40344	310
3141	P40345	661
3142	P40347	161
3143	P40348	353
3144	P40350	334
3145	P40351	577
3146	P40352	1085
3147	P40353	525
3148	P40354	457
3149	P40355	935
3150	P40356	397
3151	P40357	651
3152	P40358	645
3153	P40359	213
3154	P40360	574
3155	P40361	888
3156	P40362	594
3157	P40363	299
3158	P40364	252
3159	P40365	116
3160	P40366	167
3161	P40367	830
3162	P40368	713
3163	P40395	1056
3164	P40413	562
3165	P40414	161
3166	P40416	690
3167	P40422	70
3168	P40433	827
3169	P40434	1758
3170	P40438	1549
3171	P40440	109
3172	P40441	457
3173	P40442	995
3174	P40445	542
3175	P40446	119
3176	P40447	199
3177	P40448	117
3178	P40449	235
3179	P40450	1375
3180	P40451	204
3181	P40452	197
3182	P40453	1071
3183	P40454	393
3184	P40455	235
3185	P40456	1118
3186	P40457	1679
3187	P40458	529
3188	P40459	309
3189	P40460	691
3190	P40461	129
3191	P40462	946
3192	P40463	436
3193	P40464	311
3194	P40465	213
3195	P40466	484
3196	P40467	964
3197	P40468	2376
3198	P40469	1032
3199	P40470	206
3200	P40471	297
3201	P40472	476
3202	P40473	351
3203	P40474	542
3204	P40475	563
3205	P40476	318
3206	P40477	1460
3207	P40478	281
3208	P40479	209
3209	P40480	1083
3210	P40481	377
3211	P40482	926
3212	P40483	696
3213	P40484	314
3214	P40485	686
3215	P40486	507
3216	P40487	425
3217	P40488	101
3218	P40489	647
3219	P40490	117
3220	P40491	155
3221	P40492	516
3222	P40493	336
3223	P40494	810
3224	P40495	371
3225	P40496	264
3226	P40497	633
3227	P40498	721
3228	P40499	491
3229	P40500	205
3230	P40501	490
3231	P40502	157
3232	P40503	102
3233	P40504	517
3234	P40505	327
3235	P40506	365
3236	P40507	360
3237	P40508	320
3238	P40509	296
3239	P40510	469
3240	P40511	975
3241	P40512	444
3242	P40513	266
3243	P40514	678
3244	P40515	155
3245	P40516	257
3246	P40517	327
3247	P40518	154
3248	P40519	144
3249	P40520	121
3250	P40521	94
3251	P40522	640
3252	P40523	627
3253	P40524	105
3254	P40525	121
3255	P40526	253
3256	P40527	1151
3257	P40528	902
3258	P40529	298
3259	P40530	394
3260	P40531	326
3261	P40532	138
3262	P40533	473
3263	P40534	656
3264	P40535	587
3265	P40536	118
3266	P40537	1034
3267	P40538	142
3268	P40539	132
3269	P40540	141
3270	P40541	1150
3271	P40542	124
3272	P40543	189
3273	P40544	346
3274	P40545	261
3275	P40546	346
3276	P40547	921
3277	P40548	159
3278	P40549	630
3279	P40550	1411
3280	P40551	113
3281	P40552	269
3282	P40553	215
3283	P40554	99
3284	P40555	220
3285	P40556	373
3286	P40557	701
3287	P40558	293
3288	P40559	946
3289	P40560	513
3290	P40561	250
3291	P40562	993
3292	P40563	679
3293	P40564	432
3294	P40565	148
3295	P40566	764
3296	P40567	111
3297	P40568	576
3298	P40569	121
3299	P40570	242
3300	P40571	144
3301	P40572	265
3302	P40573	187
3303	P40574	245
3304	P40575	100
3305	P40576	216
3306	P40577	368
3307	P40578	1113
3308	P40579	254
3309	P40580	263
3310	P40581	163
3311	P40582	234
3312	P40583	537
3313	P40584	110
3314	P40585	124
3315	P40586	236
3316	P40587	230
3317	P40588	61
3318	P40693	322
3319	P40825	983
3320	P40825-2	958
3321	P40850	830
3322	P40851	1208
3323	P40856	1058
3324	P40857	217
3325	P40858	161
3326	P40884	581
3327	P40885	567
3328	P40886	569
3329	P40889	1758
3330	P40890	1549
3331	P40891	150
3332	P40892	196
3333	P40893	198
3334	P40895	119
3335	P40896	331
3336	P40897	799
3337	P40898	147
3338	P40917	295
3339	P40955	746
3340	P40956	396
3341	P40957	749
3342	P40958	196
3343	P40959	511
3344	P40960	533
3345	P40961	287
3346	P40962	232
3347	P40963	338
3348	P40965	878
3349	P40968	455
3350	P40969	608
3351	P40970	561
3352	P40971	790
3353	P40975	43
3354	P40985	892
3355	P40986	491
3356	P40987	1014
3357	P40988	552
3358	P40989	1895
3359	P40990	351
3360	P40991	618
3361	P40992	514
3362	P40993	198
3363	P40994	183
3364	P41056	107
3365	P41057	56
3366	P41058	56
3367	P41277	250
3368	P41318	303
3369	P41338	398
3370	P41543	476
3371	P41544	203
3372	P41546	238
3373	P41546-1	230
3374	P41695	1021
3375	P41696	914
3376	P41697	788
3377	P41698	603
3378	P41733	394
3379	P41734	238
3380	P41735	233
3381	P41800	426
3382	P41805	221
3383	P41806	77
3384	P41807	478
3385	P41808	388
3386	P41809	1802
3387	P41810	973
3388	P41811	889
3389	P41812	875
3390	P41813	862
3391	P41814	478
3392	P41815	604
3393	P41816	400
3394	P41817	306
3395	P41818	229
3396	P41819	318
3397	P41821	548
3398	P41832	1953
3399	P41833	600
3400	P41834	346
3401	P41835	540
3402	P41895	735
3403	P41896	400
3404	P41901	512
3405	P41902	69
3406	P41903	349
3407	P41909	870
3408	P41910	395
3409	P41911	440
3410	P41912	237
3411	P41913	522
3412	P41920	201
3413	P41921	483
3414	P41930	458
3415	P41939	412
3416	P41940	361
3417	P41948	499
3418	P42073	533
3419	P42222	437
3420	P42223	864
3421	P42826	600
3422	P42833	540
3423	P42834	146
3424	P42835	1041
3425	P42836	336
3426	P42837	879
3427	P42838	414
3428	P42839	908
3429	P42840	284
3430	P42841	465
3431	P42842	904
3432	P42843	763
3433	P42844	174
3434	P42845	420
3435	P42846	591
3436	P42847	217
3437	P42883	340
3438	P42884	376
3439	P42900	643
3440	P42933	373
3441	P42934	759
3442	P42935	788
3443	P42936	225
3444	P42937	148
3445	P42938	290
3446	P42939	101
3447	P42940	261
3448	P42941	309
3449	P42942	411
3450	P42943	550
3451	P42944	551
3452	P42945	1769
3453	P42946	383
3454	P42947	387
3455	P42948	560
3456	P42949	149
3457	P42950	618
3458	P42951	607
3459	P43122	407
3460	P43123	477
3461	P43124	402
3462	P43132	505
3463	P43321	101
3464	P43497	92
3465	P43534	340
3466	P43535	752
3467	P43537	175
3468	P43538	392
3469	P43539	102
3470	P43540	174
3471	P43541	151
3472	P43542	379
3473	P43544	222
3474	P43545	298
3475	P43546	152
3476	P43547	212
3477	P43548	558
3478	P43549	646
3479	P43550	591
3480	P43551	465
3481	P43552	160
3482	P43553	858
3483	P43554	623
3484	P43555	445
3485	P43556	714
3486	P43557	207
3487	P43558	301
3488	P43560	674
3489	P43561	622
3490	P43562	540
3491	P43563	287
3492	P43564	1073
3493	P43565	1770
3494	P43566	106
3495	P43567	385
3496	P43568	368
3497	P43569	289
3498	P43570	497
3499	P43571	1029
3500	P43572	832
3501	P43573	796
3502	P43574	510
3503	P43575	122
3504	P43576	117
3505	P43577	159
3506	P43578	164
3507	P43579	692
3508	P43580	148
3509	P43581	546
3510	P43582	211
3511	P43583	2143
3512	P43585	828
3513	P43586	204
3514	P43587	155
3515	P43588	306
3516	P43589	448
3517	P43590	535
3518	P43591	353
3519	P43592	221
3520	P43593	499
3521	P43594	170
3522	P43595	202
3523	P43596	787
3524	P43597	1233
3525	P43598	195
3526	P43599	363
3527	P43600	232
3528	P43601	500
3529	P43602	733
3530	P43603	459
3531	P43604	169
3532	P43605	281
3533	P43606	678
3534	P43607	289
3535	P43608	114
3536	P43609	557
3537	P43610	853
3538	P43611	510
3539	P43612	1002
3540	P43613	295
3541	P43614	200
3542	P43615	237
3543	P43616	481
3544	P43617	309
3545	P43618	361
3546	P43619	295
3547	P43620	662
3548	P43621	546
3549	P43622	192
3550	P43623	340
3551	P43624	122
3552	P43625	151
3553	P43633	760
3554	P43634	648
3555	P43635	486
3556	P43636	503
3557	P43637	560
3558	P43638	1398
3559	P43639	278
3560	P43682	97
3561	P45818	564
3562	P45819	413
3563	P45820	110
3564	P45976	327
3565	P45978	349
3566	P46151	657
3567	P46367	519
3568	P46654	252
3569	P46655	708
3570	P46669	326
3571	P46670	268
3572	P46671	204
3573	P46672	376
3574	P46673	744
3575	P46674	1301
3576	P46675	888
3577	P46676	1062
3578	P46677	1066
3579	P46678	594
3580	P46679	850
3581	P46680	615
3582	P46681	530
3583	P46682	809
3584	P46683	200
3585	P46784	105
3586	P46943	645
3587	P46944	698
3588	P46945	554
3589	P46946	345
3590	P46947	266
3591	P46948	246
3592	P46949	817
3593	P46950	547
3594	P46951	817
3595	P46954	829
3596	P46955	337
3597	P46956	311
3598	P46957	487
3599	P46958	469
3600	P46959	383
3601	P46961	280
3602	P46962	323
3603	P46963	296
3604	P46964	130
3605	P46965	94
3606	P46969	238
3607	P46970	1048
3608	P46971	762
3609	P46972	177
3610	P46973	164
3611	P46974	1380
3612	P46982	586
3613	P46983	293
3614	P46984	123
3615	P46985	422
3616	P46986	105
3617	P46987	611
3618	P46988	109
3619	P46989	271
3620	P46990	184
3621	P46991	170
3622	P46992	396
3623	P46993	209
3624	P46994	122
3625	P46995	733
3626	P46996	555
3627	P46997	583
3628	P46998	180
3629	P46999	287
3630	P47001	227
3631	P47002	699
3632	P47003	119
3633	P47004	100
3634	P47005	663
3635	P47006	233
3636	P47007	382
3637	P47008	294
3638	P47009	104
3639	P47010	130
3640	P47011	380
3641	P47012	105
3642	P47013	409
3643	P47014	750
3644	P47015	356
3645	P47016	307
3646	P47017	172
3647	P47018	478
3648	P47019	175
3649	P47020	107
3650	P47021	107
3651	P47022	219
3652	P47023	414
3653	P47024	1803
3654	P47025	714
3655	P47026	490
3656	P47027	764
3657	P47028	122
3658	P47029	1046
3659	P47030	604
3660	P47031	731
3661	P47032	299
3662	P47033	881
3663	P47034	131
3664	P47035	1189
3665	P47036	138
3666	P47037	1230
3667	P47038	131
3668	P47039	444
3669	P47040	408
3670	P47041	543
3671	P47042	667
3672	P47043	880
3673	P47044	245
3674	P47045	478
3675	P47046	822
3676	P47047	1073
3677	P47048	450
3678	P47049	396
3679	P47050	842
3680	P47051	409
3681	P47052	634
3682	P47053	257
3683	P47054	1683
3684	P47055	219
3685	P47056	224
3686	P47057	423
3687	P47058	250
3688	P47059	104
3689	P47061	822
3690	P47062	111
3691	P47063	138
3692	P47064	194
3693	P47065	347
3694	P47066	102
3695	P47068	1157
3696	P47069	682
3697	P47072	561
3698	P47073	94
3699	P47074	515
3700	P47075	721
3701	P47076	161
3702	P47077	666
3703	P47078	108
3704	P47079	568
3705	P47080	104
3706	P47081	118
3707	P47082	602
3708	P47083	593
3709	P47084	519
3710	P47085	338
3711	P47086	261
3712	P47087	207
3713	P47088	403
3714	P47089	198
3715	P47090	510
3716	P47091	120
3717	P47092	110
3718	P47093	109
3719	P47094	133
3720	P47095	244
3721	P47096	177
3722	P47098	1755
3723	P47099	440
3724	P47100	1755
3725	P47101	745
3726	P47102	1408
3727	P47103	393
3728	P47104	1357
3729	P47105	127
3730	P47106	120
3731	P47107	1121
3732	P47108	1174
3733	P47110	350
3734	P47111	140
3735	P47112	604
3736	P47113	574
3737	P47114	497
3738	P47115	236
3739	P47116	818
3740	P47117	449
3741	P47118	141
3742	P47119	197
3743	P47120	325
3744	P47121	122
3745	P47122	385
3746	P47123	218
3747	P47124	396
3748	P47125	453
3749	P47126	109
3750	P47127	394
3751	P47128	113
3752	P47129	309
3753	P47130	423
3754	P47131	105
3755	P47132	116
3756	P47133	292
3757	P47134	954
3758	P47135	1091
3759	P47136	1447
3760	P47137	282
3761	P47138	172
3762	P47139	656
3763	P47140	327
3764	P47141	266
3765	P47142	202
3766	P47143	340
3767	P47144	725
3768	P47145	328
3769	P47146	123
3770	P47147	688
3771	P47148	283
3772	P47149	201
3773	P47150	247
3774	P47151	130
3775	P47152	169
3776	P47153	279
3777	P47154	453
3778	P47155	203
3779	P47156	728
3780	P47157	116
3781	P47158	497
3782	P47159	448
3783	P47160	408
3784	P47161	811
3785	P47162	119
3786	P47163	339
3787	P47164	639
3788	P47165	209
3789	P47166	707
3790	P47167	239
3791	P47168	421
3792	P47169	1442
3793	P47170	1584
3794	P47171	1648
3795	P47172	347
3796	P47173	342
3797	P47174	117
3798	P47175	358
3799	P47176	376
3800	P47177	404
3801	P47178	298
3802	P47179	1161
3803	P47180	361
3804	P47181	346
3805	P47182	288
3806	P47183	340
3807	P47184	120
3808	P47185	567
3809	P47187	383
3810	P47188	116
3811	P47190	753
3812	P47771	506
3813	P47818	322
3814	P47821	323
3815	P47822	140
3816	P47912	694
3817	P47976	325
3818	P47977	285
3819	P47988	759
3820	P48015	400
3821	P48016	1211
3822	P48164	190
3823	P48231	1178
3824	P48232	102
3825	P48234	707
3826	P48235	211
3827	P48236	432
3828	P48237	864
3829	P48238	217
3830	P48239	356
3831	P48240	250
3832	P48353	224
3833	P48360	493
3834	P48361	1146
3835	P48362	394
3836	P48363	199
3837	P48365	746
3838	P48412	387
3839	P48415	2195
3840	P48439	350
3841	P48445	690
3842	P48510	373
3843	P48524	976
3844	P48525	536
3845	P48526	1002
3846	P48527	492
3847	P48558	297
3848	P48559	417
3849	P48560	102
3850	P48561	642
3851	P48562	842
3852	P48563	1636
3853	P48564	524
3854	P48565	533
3855	P48566	633
3856	P48567	403
3857	P48568	277
3858	P48569	320
3859	P48570	428
3860	P48581	401
3861	P48582	844
3862	P48589	143
3863	P48606	106
3864	P48743	811
3865	P48813	663
3866	P48836	114
3867	P48837	541
3868	P49017	307
3869	P49018	411
3870	P49089	572
3871	P49090	572
3872	P49095	1034
3873	P49166	88
3874	P49167	78
3875	P49334	152
3876	P49367	693
3877	P49435	187
3878	P49573	406
3879	P49626	362
3880	P49686	430
3881	P49687	1317
3882	P49704	494
3883	P49723	345
3884	P49775	206
3885	P49954	291
3886	P49955	971
3887	P49956	741
3888	P49957	279
3889	P49960	444
3890	P50076	525
3891	P50077	2039
3892	P50078	622
3893	P50079	448
3894	P50080	613
3895	P50082	593
3896	P50083	69
3897	P50084	137
3898	P50085	310
3899	P50086	228
3900	P50087	233
3901	P50088	95
3902	P50089	785
3903	P50090	882
3904	P50091	288
3905	P50094	524
3906	P50095	523
3907	P50101	1230
3908	P50102	471
3909	P50104	949
3910	P50105	388
3911	P50106	137
3912	P50107	326
3913	P50108	393
3914	P50109	593
3915	P50110	327
3916	P50111	915
3917	P50112	268
3918	P50113	272
3919	P50263	79
3920	P50264	508
3921	P50273	684
3922	P50275	885
3923	P50276	574
3924	P50277	480
3925	P50278	321
3926	P50623	157
3927	P50861	169
3928	P50873	501
3929	P50874	479
3930	P50875	604
3931	P50896	841
3932	P50942	1183
3933	P50943	142
3934	P50944	713
3935	P50945	234
3936	P50946	238
3937	P50947	330
3938	P51401	191
3939	P51402	88
3940	P51533	1564
3941	P51534	789
3942	P51601	243
3943	P51862	1356
3944	P51979	1187
3945	P51996	222
3946	P51998	286
3947	P52286	194
3948	P52290	468
3949	P52488	636
3950	P52489	506
3951	P52490	153
3952	P52491	188
3953	P52492	156
3954	P52553	114
3955	P52593	1655
3956	P52867	743
3957	P52868	283
3958	P52870	82
3959	P52871	88
3960	P52891	726
3961	P52892	507
3962	P52893	592
3963	P52910	683
3964	P52911	562
3965	P52917	437
3966	P52918	1224
3967	P52919	319
3968	P52920	328
3969	P52923	378
3970	P52924	374
3971	P52960	996
3972	P53008	833
3973	P53009	804
3974	P53010	1115
3975	P53011	349
3976	P53012	380
3977	P53032	299
3978	P53035	382
3979	P53036	818
3980	P53037	1138
3981	P53038	688
3982	P53039	248
3983	P53040	516
3984	P53043	513
3985	P53044	361
3986	P53045	309
3987	P53046	1155
3988	P53047	317
3989	P53048	616
3990	P53049	1477
3991	P53050	456
3992	P53051	589
3993	P53053	380
3994	P53054	175
3995	P53056	76
3996	P53057	165
3997	P53058	206
3998	P53059	558
3999	P53060	241
4000	P53061	704
4001	P53062	197
4002	P53063	387
4003	P53064	558
4004	P53065	400
4005	P53066	181
4006	P53067	1004
4007	P53068	250
4008	P53069	104
4009	P53070	669
4010	P53071	178
4011	P53072	289
4012	P53073	190
4013	P53074	147
4014	P53075	577
4015	P53076	958
4016	P53077	123
4017	P53078	280
4018	P53079	417
4019	P53080	175
4020	P53081	288
4021	P53082	120
4022	P53083	459
4023	P53084	216
4024	P53085	113
4025	P53086	805
4026	P53087	161
4027	P53088	359
4028	P53089	101
4029	P53090	500
4030	P53091	1017
4031	P53092	156
4032	P53093	235
4033	P53094	1487
4034	P53095	428
4035	P53096	452
4036	P53097	103
4037	P53098	57
4038	P53099	579
4039	P53100	379
4040	P53101	465
4041	P53102	219
4042	P53103	107
4043	P53104	897
4044	P53105	115
4045	P53106	192
4046	P53107	440
4047	P53108	310
4048	P53109	570
4049	P53110	370
4050	P53111	347
4051	P53112	341
4052	P53113	225
4053	P53114	1132
4054	P53115	1489
4055	P53116	101
4056	P53117	311
4057	P53118	685
4058	P53119	910
4059	P53120	1219
4060	P53121	802
4061	P53122	345
4062	P53123	320
4063	P53124	433
4064	P53125	1264
4065	P53126	111
4066	P53127	1403
4067	P53128	600
4068	P53129	644
4069	P53130	126
4070	P53131	767
4071	P53132	145
4072	P53133	265
4073	P53134	725
4074	P53135	668
4075	P53136	463
4076	P53137	624
4077	P53138	107
4078	P53139	140
4079	P53140	646
4080	P53141	149
4081	P53142	486
4082	P53143	142
4083	P53144	215
4084	P53145	640
4085	P53146	245
4086	P53147	276
4087	P53148	917
4088	P53150	421
4089	P53151	121
4090	P53152	137
4091	P53153	274
4092	P53154	560
4093	P53155	381
4094	P53156	320
4095	P53157	130
4096	P53158	218
4097	P53159	387
4098	P53160	108
4099	P53161	119
4100	P53162	154
4101	P53163	194
4102	P53164	384
4103	P53165	657
4104	P53166	561
4105	P53167	370
4106	P53168	247
4107	P53169	641
4108	P53170	491
4109	P53171	287
4110	P53172	527
4111	P53173	138
4112	P53174	237
4113	P53175	101
4114	P53176	234
4115	P53177	273
4116	P53178	202
4117	P53179	542
4118	P53181	101
4119	P53182	67
4120	P53183	348
4121	P53184	216
4122	P53185	909
4123	P53186	121
4124	P53187	218
4125	P53188	120
4126	P53189	542
4127	P53190	111
4128	P53191	635
4129	P53192	235
4130	P53193	184
4131	P53194	125
4132	P53195	279
4133	P53196	417
4134	P53197	566
4135	P53198	216
4136	P53199	349
4137	P53200	248
4138	P53201	476
4139	P53202	744
4140	P53203	462
4141	P53204	395
4142	P53205	108
4143	P53206	393
4144	P53207	620
4145	P53208	328
4146	P53209	190
4147	P53210	297
4148	P53211	109
4149	P53212	290
4150	P53213	109
4151	P53214	551
4152	P53215	237
4153	P53216	100
4154	P53217	278
4155	P53218	158
4156	P53219	342
4157	P53220	239
4158	P53221	127
4159	P53222	116
4160	P53223	239
4161	P53224	222
4162	P53225	103
4163	P53226	547
4164	P53227	271
4165	P53228	333
4166	P53229	120
4167	P53230	385
4168	P53231	118
4169	P53232	107
4170	P53233	369
4171	P53234	283
4172	P53235	642
4173	P53236	928
4174	P53237	242
4175	P53238	335
4176	P53239	316
4177	P53240	122
4178	P53241	593
4179	P53242	292
4180	P53243	804
4181	P53244	586
4182	P53245	111
4183	P53246	860
4184	P53247	123
4185	P53248	589
4186	P53249	370
4187	P53250	332
4188	P53251	210
4189	P53252	339
4190	P53253	936
4191	P53254	1237
4192	P53255	507
4193	P53256	223
4194	P53257	314
4195	P53258	950
4196	P53259	346
4197	P53260	183
4198	P53261	605
4199	P53262	265
4200	P53263	149
4201	P53264	445
4202	P53265	400
4203	P53266	389
4204	P53267	343
4205	P53268	129
4206	P53269	259
4207	P53270	476
4208	P53271	262
4209	P53272	402
4210	P53273	1036
4211	P53274	230
4212	P53275	312
4213	P53276	713
4214	P53277	215
4215	P53278	816
4216	P53279	174
4217	P53280	1122
4218	P53281	241
4219	P53282	124
4220	P53283	614
4221	P53284	112
4222	P53285	467
4223	P53286	410
4224	P53287	111
4225	P53288	203
4226	P53289	263
4227	P53290	341
4228	P53291	111
4229	P53292	345
4230	P53293	376
4231	P53294	404
4232	P53295	368
4233	P53296	535
4234	P53297	722
4235	P53298	406
4236	P53299	105
4237	P53300	117
4238	P53301	507
4239	P53302	121
4240	P53303	486
4241	P53304	468
4242	P53305	110
4243	P53306	609
4244	P53307	113
4245	P53308	114
4246	P53309	568
4247	P53310	102
4248	P53311	146
4249	P53312	427
4250	P53313	767
4251	P53314	239
4252	P53315	255
4253	P53316	781
4254	P53317	196
4255	P53318	479
4256	P53319	492
4257	P53320	366
4258	P53321	146
4259	P53322	534
4260	P53323	261
4261	P53324	424
4262	P53325	136
4263	P53326	701
4264	P53327	1967
4265	P53329	174
4266	P53330	157
4267	P53331	553
4268	P53332	305
4269	P53333	577
4270	P53334	386
4271	P53335	271
4272	P53336	341
4273	P53337	310
4274	P53338	473
4275	P53339	147
4276	P53340	73
4277	P53341	584
4278	P53342	153
4279	P53343	120
4280	P53344	381
4281	P53378	473
4282	P53379	596
4283	P53388	608
4284	P53389	586
4285	P53390	489
4286	P53394	754
4287	P53397	376
4288	P53427	120
4289	P53437	365
4290	P53438	785
4291	P53507	60
4292	P53538	206
4293	P53540	846
4294	P53541	631
4295	P53549	437
4296	P53550	970
4297	P53551	258
4298	P53552	1597
4299	P53583	542
4300	P53584	459
4301	P53598	329
4302	P53599	1579
4303	P53600	189
4304	P53604	210
4305	P53615	221
4306	P53616	420
4307	P53617	575
4308	P53622	1201
4309	P53628	566
4310	P53629	642
4311	P53630	237
4312	P53631	564
4313	P53632	584
4314	P53633	176
4315	P53685	503
4316	P53686	357
4317	P53687	447
4318	P53688	370
4319	P53691	371
4320	P53717	134
4321	P53718	249
4322	P53719	212
4323	P53720	384
4324	P53721	224
4325	P53722	227
4326	P53723	404
4327	P53724	139
4328	P53725	186
4329	P53726	119
4330	P53727	317
4331	P53728	308
4332	P53729	429
4333	P53730	551
4334	P53731	342
4335	P53732	153
4336	P53733	91
4337	P53734	629
4338	P53735	605
4339	P53736	256
4340	P53737	142
4341	P53738	135
4342	P53739	893
4343	P53740	393
4344	P53741	515
4345	P53742	486
4346	P53743	316
4347	P53744	561
4348	P53745	580
4349	P53746	719
4350	P53747	219
4351	P53748	327
4352	P53749	607
4353	P53750	290
4354	P53751	1116
4355	P53752	436
4356	P53753	1117
4357	P53754	272
4358	P53755	489
4359	P53756	1333
4360	P53757	342
4361	P53758	84
4362	P53759	423
4363	P53769	259
4364	P53819	1859
4365	P53820	52
4366	P53821	84
4367	P53822	381
4368	P53823	222
4369	P53824	298
4370	P53825	131
4371	P53826	146
4372	P53827	115
4373	P53828	104
4374	P53829	373
4375	P53830	285
4376	P53831	123
4377	P53832	503
4378	P53833	195
4379	P53834	153
4380	P53835	661
4381	P53836	1060
4382	P53837	131
4383	P53838	576
4384	P53839	350
4385	P53840	1238
4386	P53841	131
4387	P53842	139
4388	P53843	298
4389	P53844	350
4390	P53845	314
4391	P53846	198
4392	P53847	754
4393	P53848	824
4394	P53849	153
4395	P53850	401
4396	P53851	422
4397	P53852	767
4398	P53853	264
4399	P53854	179
4400	P53855	1592
4401	P53856	143
4402	P53857	426
4403	P53858	892
4404	P53859	292
4405	P53860	351
4406	P53861	379
4407	P53862	258
4408	P53863	590
4409	P53864	136
4410	P53865	581
4411	P53866	767
4412	P53867	494
4413	P53868	555
4414	P53869	86
4415	P53870	558
4416	P53871	357
4417	P53872	204
4418	P53873	357
4419	P53874	792
4420	P53875	158
4421	P53876	108
4422	P53877	555
4423	P53878	407
4424	P53879	331
4425	P53880	145
4426	P53881	309
4427	P53882	636
4428	P53883	403
4429	P53884	190
4430	P53885	366
4431	P53886	1748
4432	P53887	122
4433	P53888	131
4434	P53889	259
4435	P53890	448
4436	P53891	406
4437	P53892	351
4438	P53893	1110
4439	P53894	756
4440	P53895	289
4441	P53896	198
4442	P53897	168
4443	P53898	299
4444	P53899	274
4445	P53900	129
4446	P53901	409
4447	P53902	135
4448	P53903	129
4449	P53904	254
4450	P53905	115
4451	P53906	100
4452	P53907	740
4453	P53908	130
4454	P53909	347
4455	P53910	189
4456	P53911	425
4457	P53912	376
4458	P53913	173
4459	P53914	1056
4460	P53915	240
4461	P53916	434
4462	P53917	953
4463	P53918	673
4464	P53919	492
4465	P53920	997
4466	P53921	115
4467	P53922	161
4468	P53923	493
4469	P53924	522
4470	P53925	644
4471	P53926	123
4472	P53927	220
4473	P53928	181
4474	P53929	270
4475	P53930	226
4476	P53932	642
4477	P53933	587
4478	P53934	400
4479	P53935	1240
4480	P53936	158
4481	P53937	143
4482	P53938	366
4483	P53939	407
4484	P53940	528
4485	P53941	290
4486	P53942	307
4487	P53943	586
4488	P53944	314
4489	P53946	755
4490	P53947	316
4491	P53948	110
4492	P53949	197
4493	P53950	1165
4494	P53951	403
4495	P53952	270
4496	P53953	876
4497	P53954	548
4498	P53955	656
4499	P53956	172
4500	P53957	106
4501	P53958	396
4502	P53959	839
4503	P53960	456
4504	P53961	229
4505	P53962	389
4506	P53963	612
4507	P53964	284
4508	P53965	281
4509	P53966	522
4510	P53967	105
4511	P53968	678
4512	P53969	484
4513	P53970	246
4514	P53971	965
4515	P53972	490
4516	P53973	706
4517	P53974	638
4518	P53975	284
4519	P53976	612
4520	P53977	112
4521	P53978	1044
4522	P53979	125
4523	P53980	444
4524	P53981	241
4525	P53982	420
4526	P53983	676
4527	P54000	292
4528	P54003	302
4529	P54005	336
4530	P54007	376
4531	P54070	446
4532	P54072	576
4533	P54074	624
4534	P54113	591
4535	P54114	506
4536	P54115	500
4537	P54199	764
4538	P54730	416
4539	P54780	204
4540	P54781	538
4541	P54783	526
4542	P54784	914
4543	P54785	490
4544	P54786	942
4545	P54787	451
4546	P54790	616
4547	P54791	529
4548	P54837	211
4549	P54838	584
4550	P54839	491
4551	P54854	567
4552	P54857	326
4553	P54858	310
4554	P54860	961
4555	P54861	757
4556	P54862	567
4557	P54867	378
4558	P54885	456
4559	P54964	269
4560	P54999	86
4561	P56508	79
4562	P56628	122
4563	P57743	89
4564	P57744	87
4565	P60010	375
4566	P61829	76
4567	P61830	136
4568	P62651	68
4569	P69771	204
4570	P69850	94
4571	P69851	72
4572	P69852	69
4573	P80210	433
4574	P80235	687
4575	P80428	489
4576	P80667	386
4577	P80967	50
4578	P81449	96
4579	P81450	59
4580	P81451	68
4581	P85052	153
4582	P87012	153
4583	P87108	93
4584	P87191	123
4585	P87261	201
4586	P87262	121
4587	P87263	166
4588	P87264	108
4589	P87266	191
4590	P87267	123
4591	P87268	125
4592	P87269	146
4593	P87270	130
4594	P87271	102
4595	P87272	115
4596	P87273	111
4597	P87274	156
4598	P87275	137
